book_id,category,bname,author,tag
387,恐怖靈異,短篇恐怖故事：商場怪談,問心,妖怪
391,武俠仙俠,獸仙,歐沙,妖怪
401,奇幻,靈妖世界,妙指禪,妖怪
449,武俠仙俠,陰陽先生,墨琴,妖怪
464,奇幻,彼此的幸福,水無月雨,妖怪
474,奇幻,動物靈,萌呆,妖怪
514,軍事戰爭/災難冒險,末世AI,月兔,妖怪
540,同人,閃電十一人《赤血少女》,水無月雨,妖怪
541,玄幻,元素大陸:黑暗與雷鳴,想寫寫不出來的小山豬,妖怪
235,奇幻,?仙轉生(異界的混沌),悠幻辰,快穿
363,科幻,星??制?1：?邦??,芒果道?,快穿
365,奇幻,七天三部曲,RICH,快穿
522,百合,海蝸牛和貓葡萄（GL）,黎胖,快穿
17,武俠仙俠,封神修真,聖堂肥痞,男性向
32,校園愛情,內褲遺落的星期天,冰雪翎,男性向
53,奇幻,開頭打倒最後邪神,茶魚味噌,男性向
78,影視,我不是喜劇之王,時空背包客,男性向
142,同人,火影之木葉女神,小蟲子,男性向
155,都會愛情,月下人心（後篇）,江乙呈,男性向
163,校園愛情,問題美少女盡在我身邊,冰雪翎,男性向
218,百合,Lycoris Recoil 同人文,白噗噗,男性向
242,奇幻,魔法高校生,冰雪翎,男性向
264,歷史,陶庵十賦,傅正玲,男性向
332,同人,萬界系統,夜聲,男性向
336,武俠仙俠,屍滿江山儷人行:第一部—火燒藥人谷,冰野玄,男性向
418,商業理財,TM,哭哭的十一月,男性向
444,玄幻,穿行者尼爾,意人子,男性向
460,古代愛情,朝朝暮暮淚相思,HMY,男性向
480,人文科普,早該知道為何要團體戰對個人戰了,緋村劍心,男性向
269,其它,笨蛋妹控的戀愛喜劇,天羽黑月,妹控
381,都會愛情,伊甸的戀愛,tama,妹控
449,武俠仙俠,陰陽先生,墨琴,妹控
6,古代愛情,晚風輕輕,王裘郡,青梅竹馬
9,都會愛情,?蝶,阿里里呀,青梅竹馬
11,奇幻,夢境食用守則,瑭碧,青梅竹馬
29,校園愛情,寫下我與你的戀愛故事,米依,青梅竹馬
48,校園愛情,那是她九年的祕密,天向,青梅竹馬
56,校園愛情,她的孩子氣,敘娜,青梅竹馬
57,同人,《火影．卡卡西同人—紅葉相思》,莫緹,青梅竹馬
66,傳記/文學史,我家姑爺不進門,于吝,青梅竹馬
87,同人,【排球少年】國王殿下要娶妃了,蒼靈,青梅竹馬
110,都會愛情,原來陸先生他喜歡我,悄悄,青梅竹馬
114,同人,等待愛妳【Mikey/東卍/東京卍復仇者】,冬恒【魂】,青梅竹馬
132,都會愛情,等你，轉眼瞬間,雲風,青梅竹馬
162,同人,【彩雲國物語同人】紫微,筱芷,青梅竹馬
195,校園愛情,孟夏蔚然,宕,青梅竹馬
196,校園愛情,從今天起你是我的前男友,奚日青,青梅竹馬
199,都會愛情,《永夜為恆星守候》,望結,青梅竹馬
221,都會愛情,眉眼如初,無華,青梅竹馬
222,溫馨勵志/成長療癒,中國軍旅不倫戀,Lu Mei,青梅竹馬
278,同人,東卍?月光 (別名：大家都想拐帶我),紫沫?,青梅竹馬
290,校園愛情,黏度最佳戀人,樂凡,青梅竹馬
314,溫馨勵志/成長療癒,雲朵綻,蓓莓草,青梅竹馬
379,其它,【暗殺教室1】,”千緒君‘’,青梅竹馬
381,都會愛情,伊甸的戀愛,tama,青梅竹馬
429,校園愛情,壁虎小姐,開心果子,青梅竹馬
437,文藝評論,?玉,阿芙蓉,青梅竹馬
440,校園愛情,疼愛,秦枝,青梅竹馬
455,同人,[妖精尾巴 同人]月光之神,霜羽,青梅竹馬
457,玄幻,必修牽線實習課,隨楓,青梅竹馬
459,百合,光影天平,Flora.Kisaragi,青梅竹馬
470,校園愛情,我的戀愛顧問,木靈,青梅竹馬
488,校園愛情,三年,氧.O?.,青梅竹馬
495,同人,【排球少年】青色的我們 (青葉城西高校?青春),? ?,青梅竹馬
496,百合,GL?婉春城,小酒不?酒,青梅竹馬
3,奇幻,你的足跡,BK,冒險
14,玄幻,重煉傳說,阿暖,冒險
16,驚悚推理,破唐案/裴氏手札‧續鶯鶯記,鵲頤,冒險
19,奇幻,《心靈神衛使》第一卷 精靈樹的奇蹟-上弦月,海空,冒險
30,歷史,情：三國,倚天筆出,冒險
49,同人,【白一西幻】the curse of roses,?月玖,冒險
61,奇幻,眾道之主,小無,冒險
71,同人,綜漫之開拓者,摘星杓,冒險
72,科幻,落塵,墨中曦,冒險
76,驚悚推理,從死神手中逃離兩次的女孩,接近無限透明的藍,冒險
86,奇幻,王之后冠,悅陽,冒險
90,古代愛情,長安曲,凌曉潔,冒險
117,奇幻,彼岸物語,安逸經,冒險
131,武俠仙俠,畫槌錄,草士,冒險
137,耽美,星辰花　外篇　　失憶日後談,亞米珞,冒險
143,玄幻,輪迴劫,清絃子,冒險
147,同人,火影忍者卡卡西同人 - 火之穗影,夜行筆,冒險
151,奇幻,傭兵公會,星,冒險
153,網遊,【網遊】你不是你，妳不是妳,清歡,冒險
154,同人,【獵人穿越】幻月傳,嘎苦露,冒險
161,奇幻,來世，還要再當妳的貓,天兵,冒險
174,都會愛情,女配角的逆襲大作戰,米宣兒,冒險
176,奇幻,怪物之死,琥珀,冒險
182,奇幻,異．神之子 劇情番外,二日夾,冒險
197,耽美,紅礿之願,騎嵐玥,冒險
204,奇幻,最初神話,越神,冒險
205,奇幻,歡迎蒞臨，德福事務所！,藍凌羽,冒險
211,百合,解剖師Anatomist (GL),福恩,冒險
214,奇幻,寂寞國的影子：消滅ＯＯ的陰陽術對決,接近無限透明的藍,冒險
215,科幻,救贖者-預選之女,Dream Chaser,冒險
216,恐怖靈異,[懸疑冒險]巴別塔計劃,明光,冒險
226,奇幻,克蘇魯的黎明,佐渡遼歌,冒險
230,奇幻,地球戰隊,BK,冒險
233,奇幻,永恆之血(二) - 真相(The Truth),TING,冒險
236,奇幻,黑貓與德魯伊,常褢,冒險
251,奇幻,末後玩家,辰勾,冒險
255,都市,無形波瀾,Udo,冒險
271,武俠仙俠,[請協助翻譯]伏魔傳-108魔星與安史之亂,城作也,冒險
273,武俠仙俠,輪迴仙界,計時人員,冒險
277,玄幻,葬仙,子夜,冒險
282,奇幻,隱形守護者,白天雨,冒險
296,同人,神奇寶貝之最終序章,神秘人二世,冒險
301,都市,墨龍 Dark Dragon (改),墨焰凜,冒險
306,同人,論平靜生活什麼時候才會來到,問號云,冒險
314,溫馨勵志/成長療癒,雲朵綻,蓓莓草,冒險
318,奇幻,我成立隱藏於暗影中的最強軍團,天翔,冒險
324,奇幻,王之后冠-番外,悅陽,冒險
331,武俠仙俠,刀神,冰如劍,冒險
332,同人,萬界系統,夜聲,冒險
336,武俠仙俠,屍滿江山儷人行:第一部—火燒藥人谷,冰野玄,冒險
338,奇幻,尋找幸福要在穿越後,覓福,冒險
353,奇幻,《被善意&惡意包裹的新世界》 異世界輕小說穿越類型作品,dinosaur,冒險
354,奇幻,邪惡戰勝正義,Weizhe,冒險
360,耽美,【耽美】卿御良辰,妖靈,冒險
363,科幻,星??制?1：?邦??,芒果道?,冒險
364,玄幻,斷輪 第一篇 奪七曜,憶宇,冒險
365,奇幻,七天三部曲,RICH,冒險
366,奇幻,開棺驗屍《第一卷—成為提刑官》,非賢君子,冒險
373,科幻,再不打籃球世界就要毀滅了,SadoKokoro,冒險
396,奇幻,某天穿越到惡役公主養成遊戲,本姑娘資質平平 / Shana.C,冒險
401,奇幻,靈妖世界,妙指禪,冒險
404,驚悚推理,邪紅的呼喚,月雨海魅,冒險
420,驚悚推理,異瞳,寒熙,冒險
425,奇幻,輪迴夢境,佐佐。,冒險
435,其它,【Artemis Mondo：LOKI<狩神天下‧逆神>】,Scaryn,冒險
444,玄幻,穿行者尼爾,意人子,冒險
448,其它,十二肖魂,Friend,冒險
455,同人,[妖精尾巴 同人]月光之神,霜羽,冒險
464,奇幻,彼此的幸福,水無月雨,冒險
465,百合,創始之境,老娘,冒險
468,奇幻,凡間神使,星羽,冒險
469,奇幻,守護星之背叛,木靈,冒險
472,奇幻,魔法夢,木靈,冒險
473,都市,殺手學院,李安心,冒險
499,奇幻,胡竹人的短篇故事集,胡竹人,冒險
513,百合,【GL】汽水美乃滋,黎胖,冒險
519,奇幻,?????????????????????????????????????????????人??偶??遊??戲,騎嵐玥,冒險
527,奇幻,利斯:蟲人記事,慵懶西米露,冒險
530,奇幻,遲到百年的勇者,墨硯,冒險
540,同人,閃電十一人《赤血少女》,水無月雨,冒險
548,武俠仙俠,鶻鷹搏九霄,颯沓,冒險
550,奇幻,劃破宿命之刃,八雲夜,冒險
30,歷史,情：三國,倚天筆出,後宮
86,奇幻,王之后冠,悅陽,後宮
135,恐怖靈異,惡魔之血,千夜繁星,後宮
250,玄幻,穿越之生與死遊戲,幽夜,後宮
321,奇幻,守護神的啟示,吹雪,後宮
323,古代愛情,我在第一個千禧年等你,若愚,後宮
332,同人,萬界系統,夜聲,後宮
336,武俠仙俠,屍滿江山儷人行:第一部—火燒藥人谷,冰野玄,後宮
3,奇幻,你的足跡,BK,穿越
21,古代愛情,遇見。日月合璧,白桵,穿越
38,奇幻,【Hololive同人】虛擬公會才不清楚,憑軒遙望,穿越
42,都會愛情,再次,逋,穿越
43,同人,【HP】Mrs. Potter,沫,穿越
78,影視,我不是喜劇之王,時空背包客,穿越
96,古代愛情,【穿書】反派的自我攻略,傾悠紫,穿越
107,科幻,時返計畫：任務一,洋蔥飯糰,穿越
121,同人,閃GO-情感,初初,穿越
154,同人,【獵人穿越】幻月傳,嘎苦露,穿越
173,奇幻,異世界來的異世界人管理者,笑望天,穿越
174,都會愛情,女配角的逆襲大作戰,米宣兒,穿越
187,歷史,無雙立志傳,大野桃子,穿越
203,百合,【ABO】穿越後，我對上司一見鍾情GL,一片小小的雪花,穿越
206,同人,變形金剛穿越文---失落之鷹,神劍,穿越
207,商業理財,我穿越到異世界找妹妹結果推翻了王朝第二劫──無勇,火火,穿越
208,古代愛情,千金丫鬟,湛藍,穿越
235,奇幻,?仙轉生(異界的混沌),悠幻辰,穿越
249,古代愛情,太子殿下不好當,墨子書,穿越
250,玄幻,穿越之生與死遊戲,幽夜,穿越
251,奇幻,末後玩家,辰勾,穿越
252,人文科普,?誅神誅?,?愛神愛?,穿越
256,奇幻,穿越成史帝夫的我今天依然精神滿滿,易衍,穿越
268,驚悚推理,窺,月雨海魅,穿越
273,武俠仙俠,輪迴仙界,計時人員,穿越
278,同人,東卍?月光 (別名：大家都想拐帶我),紫沫?,穿越
296,同人,神奇寶貝之最終序章,神秘人二世,穿越
299,奇幻,月球噪音,墨綠衣服,穿越
304,奇幻,天國宴席 之一 珍珠的力量,珞玄,穿越
310,百合,穿越之云与海GL,?坡,穿越
317,奇幻,[西幻]狂信徒攻略女神的正確方式,寂靜深空,穿越
320,校園愛情,我穿?了自己?的小?里,尤子今,穿越
323,古代愛情,我在第一個千禧年等你,若愚,穿越
327,武俠仙俠,九仙宗,無敵正義棕熊,穿越
329,武俠仙俠,反派的求生路程,nightrain,穿越
338,奇幻,尋找幸福要在穿越後,覓福,穿越
348,武俠仙俠,老天爺呀！我穿越了！,阿嫆兒,穿越
351,玄幻,竹州-首卷,?清,穿越
353,奇幻,《被善意&惡意包裹的新世界》 異世界輕小說穿越類型作品,dinosaur,穿越
360,耽美,【耽美】卿御良辰,妖靈,穿越
366,奇幻,開棺驗屍《第一卷—成為提刑官》,非賢君子,穿越
369,武俠仙俠,天地獨寵,三月雪,穿越
370,耽美,【聽風者】,藤山紫,穿越
373,科幻,再不打籃球世界就要毀滅了,SadoKokoro,穿越
395,同人,OVERLORD白銀的女武神,白鴉,穿越
396,奇幻,某天穿越到惡役公主養成遊戲,本姑娘資質平平 / Shana.C,穿越
399,古代愛情,玨定真心愛著妳,星彩蝶妃,穿越
425,奇幻,輪迴夢境,佐佐。,穿越
434,同人,【柯南】不想過勞而死,墨磐蓮,穿越
442,同人,【我英】英雄,夜羽凜,穿越
444,玄幻,穿行者尼爾,意人子,穿越
453,其它,哈利波特同人：Salvation 救贖,陳螞蟻,穿越
463,古代愛情,藤華遺抄,toilet,穿越
466,奇幻,轉生魔女的異世界生存手則,陵夜,穿越
472,奇幻,魔法夢,木靈,穿越
481,奇幻,《永恆》,蝶櫻,穿越
482,羅曼史,重生之我和妳有個約定,蘋果派,穿越
489,奇幻,轉生成為邪惡貴族的女兒,空想能手,穿越
508,玄幻,玄幻：極樂淨土,白鴉,穿越
515,古代愛情,穿越  傾心  相約,榆莙,穿越
523,校園愛情,穿越是種懲罰,貓又全宗,穿越
530,奇幻,遲到百年的勇者,墨硯,穿越
539,古代愛情,武林學院,陳跡,穿越
1,耽美,夢迴忘醉,藍梅西莎,虐心
4,百合,愛，瘋了(下部),清風絮語,虐心
7,都會愛情,夢,黑曼,虐心
18,奇幻,溫室雛鳥,風說,虐心
24,都會愛情,替星光送你一封匿名信,璨熹,虐心
31,耽美,危險關係‧夜奔,catatnight,虐心
35,百合,角落草。陽光,東 風水,虐心
44,耽美,夢舞荒野中,雨天之後,虐心
57,同人,《火影．卡卡西同人—紅葉相思》,莫緹,虐心
60,耽美,你我最終在一起的機率,Freecia,虐心
68,耽美,【BL】 狼寵物,日下影,虐心
76,驚悚推理,從死神手中逃離兩次的女孩,接近無限透明的藍,虐心
79,耽美,雙蜜雙甜,麻子,虐心
84,校園愛情,遺忘在那年夏季的星海,璨熹,虐心
86,奇幻,王之后冠,悅陽,虐心
91,校園愛情,飄雲不知驕陽處,夬夜,虐心
92,百合,以吻噤聲,東 風水,虐心
100,古代愛情,戰神三世追妻,江水,虐心
110,都會愛情,原來陸先生他喜歡我,悄悄,虐心
111,校園愛情,只想喜歡你,漠星,虐心
120,校園愛情,後繼者,云韻,虐心
121,同人,閃GO-情感,初初,虐心
122,羅曼史,親愛的，別來無恙,榆莙,虐心
135,恐怖靈異,惡魔之血,千夜繁星,虐心
137,耽美,星辰花　外篇　　失憶日後談,亞米珞,虐心
146,校園愛情,微風的悸動,秦荼,虐心
156,耽美,今天你喜歡上我了嗎？,林落,虐心
157,校園愛情,在愛裡燃燒殆盡的我們,米兔,虐心
176,奇幻,怪物之死,琥珀,虐心
177,奇幻,命殞殘夢,月洝諾,虐心
190,都會愛情,《隱藏》,月落,虐心
191,溫馨勵志/成長療癒,《足印》,月落,虐心
193,都會愛情,甦醒之愛,小小雪,虐心
213,都會愛情,錯位的愛情,一勺,虐心
214,奇幻,寂寞國的影子：消滅ＯＯ的陰陽術對決,接近無限透明的藍,虐心
218,百合,Lycoris Recoil 同人文,白噗噗,虐心
222,溫馨勵志/成長療癒,中國軍旅不倫戀,Lu Mei,虐心
241,耽美,無愛之人,露露小魚小麻雀,虐心
254,都市,遇上強暴這件事,栗子地瓜,虐心
265,都會愛情,我笑著講你，卻也哭著想你,草覓,虐心
267,校園愛情,夏夜徐徐，浮光冬雪,冉陽,虐心
272,都會愛情,濁,丁凌凜,虐心
276,都市,坏蛋叔叔求放?,冰?色大西瓜,虐心
286,都會愛情,戒紅癮,骨媛媛,虐心
288,都會愛情,因為遇見你,竹子豆花,虐心
310,百合,穿越之云与海GL,?坡,虐心
315,校園愛情,青春薄霧,滑板兔,虐心
316,百合,Last cigarette,森璟,虐心
339,生活風格,憂鬱日記,測試中,虐心
340,羅曼史,圓缺,瑜瓔,虐心
341,百合,把全世界的溫暖都給她,kane.,虐心
352,校園愛情,扉聲之鑰·天籟心弦(夢想篇) Follow Your Dreams·Voice,安瑪.蜜柑,虐心
355,同人,境界觸發者-同盟,初初,虐心
361,同人,【HP】 春日之光與橘子樹,青蒼碧綠藍,虐心
369,武俠仙俠,天地獨寵,三月雪,虐心
370,耽美,【聽風者】,藤山紫,虐心
371,百合,對我緊追不捨的前女友,白薔薇,虐心
377,校園愛情,霧島聽風,俞淮,虐心
398,武俠仙俠,卿守玉,長相思,虐心
409,古代愛情,妖妃亂世：娶我可好,韶景,虐心
413,校園愛情,咦的隨筆/咦的小短文,咦,虐心
419,校園愛情,浪花,沫,虐心
433,武俠仙俠,浮生似真醉晚林,不折花,虐心
441,同人,【BLEACH】protect your own path,布丁,虐心
445,奇幻,數值世界,CG,虐心
446,都會愛情,落雨向薇光,攸青,虐心
460,古代愛情,朝朝暮暮淚相思,HMY,虐心
462,校園愛情,在灰燼中擁抱你,接近無限透明的藍,虐心
463,古代愛情,藤華遺抄,toilet,虐心
471,校園愛情,月亮的背面是溫柔,一勺,虐心
486,百合,一見鍾情,幼羽,虐心
489,奇幻,轉生成為邪惡貴族的女兒,空想能手,虐心
495,同人,【排球少年】青色的我們 (青葉城西高校?青春),? ?,虐心
498,耽美,Alpha被誤認成Omega白月光後,雨墨濂,虐心
515,古代愛情,穿越  傾心  相約,榆莙,虐心
520,古代愛情,奼紫嫣紅落盡時,黑桃老么,虐心
526,都會愛情,你的模樣,一勺,虐心
3,奇幻,你的足跡,BK,重生
17,武俠仙俠,封神修真,聖堂肥痞,重生
36,同人,【HP】慢半拍的預言家小姐,桑桑,重生
42,都會愛情,再次,逋,重生
43,同人,【HP】Mrs. Potter,沫,重生
106,耽美,《星塵香》,蘿依,重生
116,都會愛情,涼心夏絮,肆夕,重生
136,百合,【GL】口生惡苦,色之羊予沁???( ˙?˙ )???,重生
173,奇幻,異世界來的異世界人管理者,笑望天,重生
179,奇幻,我的契約死神,覃子,重生
187,歷史,無雙立志傳,大野桃子,重生
208,古代愛情,千金丫鬟,湛藍,重生
228,百合,再次緊握妳的手(GL),墨觴,重生
240,科幻,神器-神泣,灰色貓,重生
249,古代愛情,太子殿下不好當,墨子書,重生
253,玄幻,殺手，別怕,流星2世,重生
278,同人,東卍?月光 (別名：大家都想拐帶我),紫沫?,重生
283,奇幻,轉生到異世界繼續當奸商,風之使者,重生
323,古代愛情,我在第一個千禧年等你,若愚,重生
329,武俠仙俠,反派的求生路程,nightrain,重生
363,科幻,星??制?1：?邦??,芒果道?,重生
388,古代愛情,重生之傾城天下,郁小瑤,重生
391,武俠仙俠,獸仙,歐沙,重生
394,人文科普,神?,葛亦民,重生
405,耽美,我們都重生了,夏血瞑,重生
433,武俠仙俠,浮生似真醉晚林,不折花,重生
453,其它,哈利波特同人：Salvation 救贖,陳螞蟻,重生
466,奇幻,轉生魔女的異世界生存手則,陵夜,重生
473,都市,殺手學院,李安心,重生
482,羅曼史,重生之我和妳有個約定,蘋果派,重生
489,奇幻,轉生成為邪惡貴族的女兒,空想能手,重生
511,都市,重回那?年代,fengyu,重生
523,校園愛情,穿越是種懲罰,貓又全宗,重生
80,百合,厄比絲的眼[GL],三月的嫩草,恐怖
135,恐怖靈異,惡魔之血,千夜繁星,恐怖
160,耽美,【BL】聽說我住得是凶宅,風靈草,恐怖
181,驚悚推理,香江奇案之冷血屠夫,夕陽秋葉,恐怖
200,其它,對與錯，已經不重要了,來自加油站的小說家,恐怖
216,恐怖靈異,[懸疑冒險]巴別塔計劃,明光,恐怖
268,驚悚推理,窺,月雨海魅,恐怖
387,恐怖靈異,短篇恐怖故事：商場怪談,問心,恐怖
404,驚悚推理,邪紅的呼喚,月雨海魅,恐怖
420,驚悚推理,異瞳,寒熙,恐怖
474,奇幻,動物靈,萌呆,恐怖
475,恐怖靈異,心願診所,萌呆,恐怖
479,驚悚推理,贖罪迷宮,莎拉,恐怖
15,百合,這一世，情深緣淺,?如初,校園
29,校園愛情,寫下我與你的戀愛故事,米依,校園
32,校園愛情,內褲遺落的星期天,冰雪翎,校園
34,耽美,《依存症戒斷》,近別,校園
37,其它,異界學園,FourTeen,校園
39,武俠仙俠,仙王的日常生活 第三季 改編同人傳,幻影,校園
46,都會愛情,愛的陷阱,愛蔓,校園
48,校園愛情,那是她九年的祕密,天向,校園
52,校園愛情,一起，向陽走,Suzi蘇西,校園
56,校園愛情,她的孩子氣,敘娜,校園
60,耽美,你我最終在一起的機率,Freecia,校園
65,羅曼史,夏?春光/夏問春光,海?汪,校園
68,耽美,【BL】 狼寵物,日下影,校園
69,生活風格,(北市大)中英寫作線上練功房活動[個人優良作文集],小葉白筆,校園
81,校園愛情,如果沒有與你相遇,浦島次郎,校園
87,同人,【排球少年】國王殿下要娶妃了,蒼靈,校園
94,校園愛情,中學生生活告白,Aias,校園
104,耽美,灰色的謊／防衛機制,名江,校園
107,科幻,時返計畫：任務一,洋蔥飯糰,校園
109,生活風格,魔術方塊自主學習/教學誌(初學者學習資源指引/入門到進階),小葉白筆,校園
110,都會愛情,原來陸先生他喜歡我,悄悄,校園
111,校園愛情,只想喜歡你,漠星,校園
112,百合,【GL長篇】《與妳共飲的青春》,武佳栩,校園
114,同人,等待愛妳【Mikey/東卍/東京卍復仇者】,冬恒【魂】,校園
119,校園愛情,喜歡你的代號,Lena,校園
120,校園愛情,後繼者,云韻,校園
121,同人,閃GO-情感,初初,校園
128,耽美,蘋果煙,雪鈅之獄,校園
138,校園愛情,月色與雪色,薛九,校園
146,校園愛情,微風的悸動,秦荼,校園
148,奇幻,零能力繼承人(新版）,瑤光,校園
152,校園愛情,科學實驗王同人-彼此,茄伊,校園
158,校園愛情,惡女的解藥,南宮瑾夜,校園
159,校園愛情,花開滅之時,蒔,校園
163,校園愛情,問題美少女盡在我身邊,冰雪翎,校園
169,校園愛情,倒追男神的六大步驟（原名：明天見）,諭魚,校園
171,校園愛情,科學實驗王同人-初戀,茄伊,校園
172,同人,【暗殺教室】目標是 老師！,lara,校園
188,百合,青春,森璟,校園
194,校園愛情,餘夏的光,Zhen,校園
195,校園愛情,孟夏蔚然,宕,校園
209,校園愛情,借來的學長,桌川川（何奈）,校園
212,校園愛情,1823,淵阿,校園
213,都會愛情,錯位的愛情,一勺,校園
225,校園愛情,《我的直屬學長，你好呀》,慕槿,校園
226,奇幻,克蘇魯的黎明,佐渡遼歌,校園
234,校園愛情,失重後幸福,知筡,校園
243,校園愛情,《如果我們再見》,裴甯,校園
246,同人,當我穿進排球世界圍觀cp,霜晴,校園
255,都市,無形波瀾,Udo,校園
267,校園愛情,夏夜徐徐，浮光冬雪,冉陽,校園
269,其它,笨蛋妹控的戀愛喜劇,天羽黑月,校園
270,文藝評論,[繪本]17項SDGs主題34本繪本推薦：〈繪本、博物館、紀錄片與行動〉計畫 Part1,小葉白筆,校園
279,溫馨勵志/成長療癒,致．青春,氣泡人,校園
282,奇幻,隱形守護者,白天雨,校園
284,耽美,聽見呼叫請回答,東波,校園
285,百合,道德感告訴我GL,福恩,校園
287,校園愛情,《予你的第三個願望》,YC,校園
290,校園愛情,黏度最佳戀人,樂凡,校園
291,校園愛情,《殊途》,薩佐,校園
294,校園愛情,如魚得水,凵雨,校園
297,奇幻,新人教官的日常,敘嵐,校園
313,校園愛情,四季戀之歌,Emily,校園
315,校園愛情,青春薄霧,滑板兔,校園
320,校園愛情,我穿?了自己?的小?里,尤子今,校園
325,校園愛情,有你的每一夜,蕎奶,校園
334,耽美,【耽美】染上玫瑰色,瑭碧,校園
337,百合,夏堇與巫女,田子犬,校園
341,百合,把全世界的溫暖都給她,kane.,校園
346,奇幻,學長的鱗片（修稿中）,雪袖子,校園
354,奇幻,邪惡戰勝正義,Weizhe,校園
361,同人,【HP】 春日之光與橘子樹,青蒼碧綠藍,校園
371,百合,對我緊追不捨的前女友,白薔薇,校園
377,校園愛情,霧島聽風,俞淮,校園
379,其它,【暗殺教室1】,”千緒君‘’,校園
383,校園愛情,好好說再見,微光,校園
385,耽美,超莓好時光,央王日月,校園
386,其它,製作麵包,小屁孩,校園
393,校園愛情,微笑晚成,莫默,校園
396,奇幻,某天穿越到惡役公主養成遊戲,本姑娘資質平平 / Shana.C,校園
403,奇幻,見習騎士異聞譚?,冰?采,校園
410,校園愛情,愛情是我們能擁有的嗎？,佛系貓,校園
412,校園愛情,藏在心裡的喜歡,京凝,校園
419,校園愛情,浪花,沫,校園
420,驚悚推理,異瞳,寒熙,校園
423,同人,〔家教同人/山本BG〕雨中的彩虹,菜蟲在啃高麗菜,校園
424,同人,[咒迴同人〕當五條悟有女兒,菜蟲在啃高麗菜,校園
440,校園愛情,疼愛,秦枝,校園
449,武俠仙俠,陰陽先生,墨琴,校園
456,校園愛情,時光裡那個你,承愛羽,校園
457,玄幻,必修牽線實習課,隨楓,校園
461,耽美,??情愿但不??,不伐,校園
462,校園愛情,在灰燼中擁抱你,接近無限透明的藍,校園
468,奇幻,凡間神使,星羽,校園
469,奇幻,守護星之背叛,木靈,校園
470,校園愛情,我的戀愛顧問,木靈,校園
471,校園愛情,月亮的背面是溫柔,一勺,校園
472,奇幻,魔法夢,木靈,校園
476,校園愛情,《把喜歡藏進樹洞裡》,沾零,校園
480,人文科普,早該知道為何要團體戰對個人戰了,緋村劍心,校園
483,其它,【閃11】承諾,叩拉,校園
488,校園愛情,三年,氧.O?.,校園
494,校園愛情,噓！那句話不能說出口：單戀的繼續犯,接近無限透明的藍,校園
495,同人,【排球少年】青色的我們 (青葉城西高校?青春),? ?,校園
507,耽美,【BL】謀士對呆瓜的挑戰書,瀨木葉子,校園
510,校園愛情,《時光總是很想你》,佐緒,校園
512,耽美,在校園超渡朋友……的心魔,辰海,校園
528,校園愛情,我是女生耶,千翎,校園
535,校園愛情,我心中的那道流星,琉星,校園
538,校園愛情,睡夢中的笑容,細雨紛飛,校園
544,校園愛情,學長，我可是男公關！,樹橪Amber,校園
1,耽美,夢迴忘醉,藍梅西莎,耽美
26,藝術設計,隨筆。繪 & 委託開張中,飛 Fly,耽美
31,耽美,危險關係‧夜奔,catatnight,耽美
34,耽美,《依存症戒斷》,近別,耽美
44,耽美,夢舞荒野中,雨天之後,耽美
55,奇幻,莫比烏斯的贈物,笙鳶,耽美
60,耽美,你我最終在一起的機率,Freecia,耽美
68,耽美,【BL】 狼寵物,日下影,耽美
79,耽美,雙蜜雙甜,麻子,耽美
93,耽美,君似朝陽,知岸,耽美
95,耽美,武將愛神出任務,咩嚕羊,耽美
102,耽美,微風徐徐（BL）,雨晞,耽美
104,耽美,灰色的謊／防衛機制,名江,耽美
106,耽美,《星塵香》,蘿依,耽美
108,耽美,惡鬼之心,月下醉鬼,耽美
128,耽美,蘋果煙,雪鈅之獄,耽美
137,耽美,星辰花　外篇　　失憶日後談,亞米珞,耽美
149,耽美,電競方程式,季殃,耽美
156,耽美,今天你喜歡上我了嗎？,林落,耽美
160,耽美,【BL】聽說我住得是凶宅,風靈草,耽美
164,同人,排少BL-憧憬之人,知乎 赭,耽美
165,耽美,《我厭世關你屁事》,相對之下,耽美
197,耽美,紅礿之願,騎嵐玥,耽美
220,同人,【白一武?】移星?斗,?月玖,耽美
227,耽美,這年頭不上tag不標結局不能當偵探,Sanocon,耽美
229,耽美,[原創1] 小警員報恩記,moonlaker,耽美
236,奇幻,黑貓與德魯伊,常褢,耽美
241,耽美,無愛之人,露露小魚小麻雀,耽美
244,耽美,男神成了我的小三,草草泥,耽美
246,同人,當我穿進排球世界圍觀cp,霜晴,耽美
247,耽美,古木新花年年發,禪狐,耽美
248,其它,【記憶深處】Ｉ-太陽,司穎,耽美
278,同人,東卍?月光 (別名：大家都想拐帶我),紫沫?,耽美
284,耽美,聽見呼叫請回答,東波,耽美
289,耽美,魚落圈,阿立,耽美
293,同人,亮光同人,霜晴,耽美
307,溫馨勵志/成長療癒,動物戀愛諮詢,吐維,耽美
312,藝術設計,Siao Yun 不專業塗坊,曉雲,耽美
329,武俠仙俠,反派的求生路程,nightrain,耽美
330,耽美,守恆定律,戰帆,耽美
334,耽美,【耽美】染上玫瑰色,瑭碧,耽美
348,武俠仙俠,老天爺呀！我穿越了！,阿嫆兒,耽美
351,玄幻,竹州-首卷,?清,耽美
360,耽美,【耽美】卿御良辰,妖靈,耽美
370,耽美,【聽風者】,藤山紫,耽美
377,校園愛情,霧島聽風,俞淮,耽美
385,耽美,超莓好時光,央王日月,耽美
